"","ref_date","GEO","DGUID","New.housing.price.indexes","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS","full_date","yr"
"1744","2006-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,79.7,"",NA,NA,1,2006-01-01,2006
"1745","2006-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,80.1,"",NA,NA,1,2006-02-01,2006
"1746","2006-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,80.3,"",NA,NA,1,2006-03-01,2006
"1747","2006-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,81.1,"",NA,NA,1,2006-04-01,2006
"1748","2006-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,81.4,"",NA,NA,1,2006-05-01,2006
"1749","2006-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,81.6,"",NA,NA,1,2006-06-01,2006
"1750","2006-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,81.6,"",NA,NA,1,2006-07-01,2006
"1751","2006-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,82.2,"",NA,NA,1,2006-08-01,2006
"1752","2006-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,82.3,"",NA,NA,1,2006-09-01,2006
"1753","2006-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,82.6,"",NA,NA,1,2006-10-01,2006
"1754","2006-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,83,"",NA,NA,1,2006-11-01,2006
"1755","2006-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,83,"",NA,NA,1,2006-12-01,2006
"1756","2007-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,83.5,"",NA,NA,1,2007-01-01,2007
"1757","2007-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,84.4,"",NA,NA,1,2007-02-01,2007
"1758","2007-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,84.5,"",NA,NA,1,2007-03-01,2007
"1759","2007-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,84.5,"",NA,NA,1,2007-04-01,2007
"1760","2007-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,85,"",NA,NA,1,2007-05-01,2007
"1761","2007-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,85.2,"",NA,NA,1,2007-06-01,2007
"1762","2007-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,85.2,"",NA,NA,1,2007-07-01,2007
"1763","2007-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,86.3,"",NA,NA,1,2007-08-01,2007
"1764","2007-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,86.7,"",NA,NA,1,2007-09-01,2007
"1765","2007-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,86.7,"",NA,NA,1,2007-10-01,2007
"1766","2007-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,87.1,"",NA,NA,1,2007-11-01,2007
"1767","2007-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,87.1,"",NA,NA,1,2007-12-01,2007
"1768","2008-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,88,"",NA,NA,1,2008-01-01,2008
"1769","2008-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,88.6,"",NA,NA,1,2008-02-01,2008
"1770","2008-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,88.5,"",NA,NA,1,2008-03-01,2008
"1771","2008-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,88.3,"",NA,NA,1,2008-04-01,2008
"1772","2008-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,90,"",NA,NA,1,2008-05-01,2008
"1773","2008-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,90.1,"",NA,NA,1,2008-06-01,2008
"1774","2008-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,90.2,"",NA,NA,1,2008-07-01,2008
"1775","2008-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,90.8,"",NA,NA,1,2008-08-01,2008
"1776","2008-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,90.6,"",NA,NA,1,2008-09-01,2008
"1777","2008-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,90.7,"",NA,NA,1,2008-10-01,2008
"1778","2008-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,91,"",NA,NA,1,2008-11-01,2008
"1779","2008-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,91,"",NA,NA,1,2008-12-01,2008
"1780","2009-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,91.2,"",NA,NA,1,2009-01-01,2009
"1781","2009-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,91.5,"",NA,NA,1,2009-02-01,2009
"1782","2009-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,92,"",NA,NA,1,2009-03-01,2009
"1783","2009-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,92,"",NA,NA,1,2009-04-01,2009
"1784","2009-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,92.2,"",NA,NA,1,2009-05-01,2009
"1785","2009-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,92.3,"",NA,NA,1,2009-06-01,2009
"1786","2009-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,92.2,"",NA,NA,1,2009-07-01,2009
"1787","2009-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,92.3,"",NA,NA,1,2009-08-01,2009
"1788","2009-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,92.5,"",NA,NA,1,2009-09-01,2009
"1789","2009-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,92.8,"",NA,NA,1,2009-10-01,2009
"1790","2009-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,93.3,"",NA,NA,1,2009-11-01,2009
"1791","2009-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,93.5,"",NA,NA,1,2009-12-01,2009
"1792","2010-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,93.6,"",NA,NA,1,2010-01-01,2010
"1793","2010-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,93.9,"",NA,NA,1,2010-02-01,2010
"1794","2010-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94.4,"",NA,NA,1,2010-03-01,2010
"1795","2010-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94.5,"",NA,NA,1,2010-04-01,2010
"1796","2010-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,93.7,"",NA,NA,1,2010-05-01,2010
"1797","2010-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94,"",NA,NA,1,2010-06-01,2010
"1798","2010-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94,"",NA,NA,1,2010-07-01,2010
"1799","2010-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94.2,"",NA,NA,1,2010-08-01,2010
"1800","2010-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94.5,"",NA,NA,1,2010-09-01,2010
"1801","2010-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94.7,"",NA,NA,1,2010-10-01,2010
"1802","2010-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94.5,"",NA,NA,1,2010-11-01,2010
"1803","2010-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94,"",NA,NA,1,2010-12-01,2010
"1804","2011-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94.6,"",NA,NA,1,2011-01-01,2011
"1805","2011-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94.8,"",NA,NA,1,2011-02-01,2011
"1806","2011-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,94.9,"",NA,NA,1,2011-03-01,2011
"1807","2011-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,95.4,"",NA,NA,1,2011-04-01,2011
"1808","2011-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,95.9,"",NA,NA,1,2011-05-01,2011
"1809","2011-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,95.6,"",NA,NA,1,2011-06-01,2011
"1810","2011-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,95.5,"",NA,NA,1,2011-07-01,2011
"1811","2011-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,95.6,"",NA,NA,1,2011-08-01,2011
"1812","2011-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,95.7,"",NA,NA,1,2011-09-01,2011
"1813","2011-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,95.7,"",NA,NA,1,2011-10-01,2011
"1814","2011-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,96.2,"",NA,NA,1,2011-11-01,2011
"1815","2011-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,96,"",NA,NA,1,2011-12-01,2011
"1816","2012-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,96,"",NA,NA,1,2012-01-01,2012
"1817","2012-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,96.1,"",NA,NA,1,2012-02-01,2012
"1818","2012-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,96.2,"",NA,NA,1,2012-03-01,2012
"1819","2012-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,96.2,"",NA,NA,1,2012-04-01,2012
"1820","2012-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,96.3,"",NA,NA,1,2012-05-01,2012
"1821","2012-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,96.4,"",NA,NA,1,2012-06-01,2012
"1822","2012-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,96.5,"",NA,NA,1,2012-07-01,2012
"1823","2012-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,96.6,"",NA,NA,1,2012-08-01,2012
"1824","2012-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,96.6,"",NA,NA,1,2012-09-01,2012
"1825","2012-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.1,"",NA,NA,1,2012-10-01,2012
"1826","2012-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.3,"",NA,NA,1,2012-11-01,2012
"1827","2012-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.3,"",NA,NA,1,2012-12-01,2012
"1828","2013-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.3,"",NA,NA,1,2013-01-01,2013
"1829","2013-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.5,"",NA,NA,1,2013-02-01,2013
"1830","2013-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.5,"",NA,NA,1,2013-03-01,2013
"1831","2013-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.4,"",NA,NA,1,2013-04-01,2013
"1832","2013-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.8,"",NA,NA,1,2013-05-01,2013
"1833","2013-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98,"",NA,NA,1,2013-06-01,2013
"1834","2013-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.9,"",NA,NA,1,2013-07-01,2013
"1835","2013-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98,"",NA,NA,1,2013-08-01,2013
"1836","2013-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.9,"",NA,NA,1,2013-09-01,2013
"1837","2013-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.9,"",NA,NA,1,2013-10-01,2013
"1838","2013-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.1,"",NA,NA,1,2013-11-01,2013
"1839","2013-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.1,"",NA,NA,1,2013-12-01,2013
"1840","2014-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.1,"",NA,NA,1,2014-01-01,2014
"1841","2014-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.2,"",NA,NA,1,2014-02-01,2014
"1842","2014-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.1,"",NA,NA,1,2014-03-01,2014
"1843","2014-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.2,"",NA,NA,1,2014-04-01,2014
"1844","2014-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.3,"",NA,NA,1,2014-05-01,2014
"1845","2014-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.2,"",NA,NA,1,2014-06-01,2014
"1846","2014-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.2,"",NA,NA,1,2014-07-01,2014
"1847","2014-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.2,"",NA,NA,1,2014-08-01,2014
"1848","2014-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.9,"",NA,NA,1,2014-09-01,2014
"1849","2014-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98,"",NA,NA,1,2014-10-01,2014
"1850","2014-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98,"",NA,NA,1,2014-11-01,2014
"1851","2014-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.8,"",NA,NA,1,2014-12-01,2014
"1852","2015-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,97.9,"",NA,NA,1,2015-01-01,2015
"1853","2015-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.3,"",NA,NA,1,2015-02-01,2015
"1854","2015-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.4,"",NA,NA,1,2015-03-01,2015
"1855","2015-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.2,"",NA,NA,1,2015-04-01,2015
"1856","2015-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.1,"",NA,NA,1,2015-05-01,2015
"1857","2015-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98,"",NA,NA,1,2015-06-01,2015
"1858","2015-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.3,"",NA,NA,1,2015-07-01,2015
"1859","2015-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.5,"",NA,NA,1,2015-08-01,2015
"1860","2015-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.5,"",NA,NA,1,2015-09-01,2015
"1861","2015-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,98.5,"",NA,NA,1,2015-10-01,2015
"1862","2015-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,99.1,"",NA,NA,1,2015-11-01,2015
"1863","2015-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,99.1,"",NA,NA,1,2015-12-01,2015
"1864","2016-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,99.1,"",NA,NA,1,2016-01-01,2016
"1865","2016-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,99.4,"",NA,NA,1,2016-02-01,2016
"1866","2016-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,99.4,"",NA,NA,1,2016-03-01,2016
"1867","2016-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,99.5,"",NA,NA,1,2016-04-01,2016
"1868","2016-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,99.5,"",NA,NA,1,2016-05-01,2016
"1869","2016-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,99.5,"",NA,NA,1,2016-06-01,2016
"1870","2016-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,99.5,"",NA,NA,1,2016-07-01,2016
"1871","2016-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,99.5,"",NA,NA,1,2016-08-01,2016
"1872","2016-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,100,"",NA,NA,1,2016-09-01,2016
"1873","2016-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,100,"",NA,NA,1,2016-10-01,2016
"1874","2016-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,99.9,"",NA,NA,1,2016-11-01,2016
"1875","2016-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,100,"",NA,NA,1,2016-12-01,2016
"1876","2017-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,100.2,"",NA,NA,1,2017-01-01,2017
"1877","2017-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,100.4,"",NA,NA,1,2017-02-01,2017
"1878","2017-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,100.3,"",NA,NA,1,2017-03-01,2017
"1879","2017-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,100.5,"",NA,NA,1,2017-04-01,2017
"1880","2017-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,100.6,"",NA,NA,1,2017-05-01,2017
"1881","2017-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,100.6,"",NA,NA,1,2017-06-01,2017
"1882","2017-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,101,"",NA,NA,1,2017-07-01,2017
"1883","2017-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,101,"",NA,NA,1,2017-08-01,2017
"1884","2017-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,101.2,"",NA,NA,1,2017-09-01,2017
"1885","2017-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,101.6,"",NA,NA,1,2017-10-01,2017
"1886","2017-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,101.6,"",NA,NA,1,2017-11-01,2017
"1887","2017-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,101.6,"",NA,NA,1,2017-12-01,2017
"1888","2018-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,102.2,"",NA,NA,1,2018-01-01,2018
"1889","2018-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,102.9,"",NA,NA,1,2018-02-01,2018
"1890","2018-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,102.9,"",NA,NA,1,2018-03-01,2018
"1891","2018-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,102.9,"",NA,NA,1,2018-04-01,2018
"1892","2018-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,103.1,"",NA,NA,1,2018-05-01,2018
"1893","2018-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,104.1,"",NA,NA,1,2018-06-01,2018
"1894","2018-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,104.3,"",NA,NA,1,2018-07-01,2018
"1895","2018-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,104.7,"",NA,NA,1,2018-08-01,2018
"1896","2018-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,104.9,"",NA,NA,1,2018-09-01,2018
"1897","2018-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,105.1,"",NA,NA,1,2018-10-01,2018
"1898","2018-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,105.6,"",NA,NA,1,2018-11-01,2018
"1899","2018-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,105.5,"",NA,NA,1,2018-12-01,2018
"1900","2019-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,105.7,"",NA,NA,1,2019-01-01,2019
"1901","2019-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,105.8,"",NA,NA,1,2019-02-01,2019
"1902","2019-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,105.9,"",NA,NA,1,2019-03-01,2019
"1903","2019-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,105.9,"",NA,NA,1,2019-04-01,2019
"1904","2019-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,106.2,"",NA,NA,1,2019-05-01,2019
"1905","2019-06","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,106.6,"",NA,NA,1,2019-06-01,2019
"1906","2019-07","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,109.1,"",NA,NA,1,2019-07-01,2019
"1907","2019-08","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,110.4,"",NA,NA,1,2019-08-01,2019
"1908","2019-09","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,111.2,"",NA,NA,1,2019-09-01,2019
"1909","2019-10","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,112.4,"",NA,NA,1,2019-10-01,2019
"1910","2019-11","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,114,"",NA,NA,1,2019-11-01,2019
"1911","2019-12","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,114.3,"",NA,NA,1,2019-12-01,2019
"1912","2020-01","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,114.7,"",NA,NA,1,2020-01-01,2020
"1913","2020-02","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,115.3,"",NA,NA,1,2020-02-01,2020
"1914","2020-03","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,116.4,"",NA,NA,1,2020-03-01,2020
"1915","2020-04","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,116.7,"",NA,NA,1,2020-04-01,2020
"1916","2020-05","Montréal, Quebec","2011S0503462","House only","Index, 201612=100",347,"units",0,"v111955485",15.2,116.7,"",NA,NA,1,2020-05-01,2020
"1917","2016-12","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050324505","House only","Index, 201612=100",347,"units",0,"v111955488",16.2,100,"",NA,NA,1,2016-12-01,2016
"1918","2017-01","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050324505","House only","Index, 201612=100",347,"units",0,"v111955488",16.2,99.7,"",NA,NA,1,2017-01-01,2017
