ref_date,GEO,DGUID,New.housing.price.indexes,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,full_date,yr
2013-02,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,86.5,,NA,NA,1,01-02-13,2013
2013-03,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,86.8,,NA,NA,1,01-03-13,2013
2013-04,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,87.9,,NA,NA,1,01-04-13,2013
2013-05,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,87.9,,NA,NA,1,01-05-13,2013
2013-06,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,87.6,,NA,NA,1,01-06-13,2013
2013-07,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,87.9,,NA,NA,1,01-07-13,2013
2013-08,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,87.9,,NA,NA,1,01-08-13,2013
2013-09,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,88,,NA,NA,1,01-09-13,2013
2013-10,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,88.8,,NA,NA,1,01-10-13,2013
2013-11,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,89.3,,NA,NA,1,01-11-13,2013
2013-12,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,89.4,,NA,NA,1,01-12-13,2013
2014-01,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,89.1,,NA,NA,1,01-01-14,2014
2014-02,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,89.7,,NA,NA,1,01-02-14,2014
2014-03,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,89.7,,NA,NA,1,01-03-14,2014
2014-04,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,89.9,,NA,NA,1,01-04-14,2014
2014-05,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,90.3,,NA,NA,1,01-05-14,2014
2014-06,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,91.2,,NA,NA,1,01-06-14,2014
2014-07,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,91.5,,NA,NA,1,01-07-14,2014
2014-08,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,91.9,,NA,NA,1,01-08-14,2014
2014-09,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,92.1,,NA,NA,1,01-09-14,2014
2014-10,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,92.5,,NA,NA,1,01-10-14,2014
2014-11,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,92.9,,NA,NA,1,01-11-14,2014
2014-12,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,93,,NA,NA,1,01-12-14,2014
2015-01,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,93,,NA,NA,1,01-01-15,2015
2015-02,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,92.9,,NA,NA,1,01-02-15,2015
2015-03,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,93.1,,NA,NA,1,01-03-15,2015
2015-04,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,93.1,,NA,NA,1,01-04-15,2015
2015-05,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,93.2,,NA,NA,1,01-05-15,2015
2015-06,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,93.7,,NA,NA,1,01-06-15,2015
2015-07,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,94.5,,NA,NA,1,01-07-15,2015
2015-08,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,95.3,,NA,NA,1,01-08-15,2015
2015-09,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,95.4,,NA,NA,1,01-09-15,2015
2015-10,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,95.9,,NA,NA,1,01-10-15,2015
2015-11,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,96,,NA,NA,1,01-11-15,2015
2015-12,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,96,,NA,NA,1,01-12-15,2015
2016-01,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,96.1,,NA,NA,1,01-01-16,2016
2016-02,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,96.9,,NA,NA,1,01-02-16,2016
2016-03,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,96.9,,NA,NA,1,01-03-16,2016
2016-04,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,96.9,,NA,NA,1,01-04-16,2016
2016-05,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,97.1,,NA,NA,1,01-05-16,2016
2016-06,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,97.1,,NA,NA,1,01-06-16,2016
2016-07,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,98.2,,NA,NA,1,01-07-16,2016
2016-08,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,98.6,,NA,NA,1,01-08-16,2016
2016-09,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,98.6,,NA,NA,1,01-09-16,2016
2016-10,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,98.6,,NA,NA,1,01-10-16,2016
2016-11,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,99.6,,NA,NA,1,01-11-16,2016
2016-12,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,100,,NA,NA,1,01-12-16,2016
2017-01,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,101,,NA,NA,1,01-01-17,2017
2017-02,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,102.2,,NA,NA,1,01-02-17,2017
2017-03,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,102.2,,NA,NA,1,01-03-17,2017
2017-04,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,102.2,,NA,NA,1,01-04-17,2017
2017-05,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,102.2,,NA,NA,1,01-05-17,2017
2017-06,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,102.2,,NA,NA,1,01-06-17,2017
2017-07,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.3,,NA,NA,1,01-07-17,2017
2017-08,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.3,,NA,NA,1,01-08-17,2017
2017-09,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.3,,NA,NA,1,01-09-17,2017
2017-10,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.3,,NA,NA,1,01-10-17,2017
2017-11,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.3,,NA,NA,1,01-11-17,2017
2017-12,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.1,,NA,NA,1,01-12-17,2017
2018-01,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.4,,NA,NA,1,01-01-18,2018
2018-02,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.3,,NA,NA,1,01-02-18,2018
2018-03,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.5,,NA,NA,1,01-03-18,2018
2018-04,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.7,,NA,NA,1,01-04-18,2018
2018-05,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,105,,NA,NA,1,01-05-18,2018
2018-06,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,105.2,,NA,NA,1,01-06-18,2018
2018-07,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,105.3,,NA,NA,1,01-07-18,2018
2018-08,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,105.4,,NA,NA,1,01-08-18,2018
2018-09,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.9,,NA,NA,1,01-09-18,2018
2018-10,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,105,,NA,NA,1,01-10-18,2018
2018-11,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,105,,NA,NA,1,01-11-18,2018
2018-12,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,105.1,,NA,NA,1,01-12-18,2018
2019-01,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,105.1,,NA,NA,1,01-01-19,2019
2019-02,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,105.1,,NA,NA,1,01-02-19,2019
2019-03,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,104.9,,NA,NA,1,01-03-19,2019
2019-04,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,105.3,,NA,NA,1,01-04-19,2019
2019-05,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,105.3,,NA,NA,1,01-05-19,2019
2019-06,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,106.3,,NA,NA,1,01-06-19,2019
2019-07,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,106.6,,NA,NA,1,01-07-19,2019
2019-08,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,106.4,,NA,NA,1,01-08-19,2019
2019-09,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,106.6,,NA,NA,1,01-09-19,2019
2019-10,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,106,,NA,NA,1,01-10-19,2019
2019-11,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,106.1,,NA,NA,1,01-11-19,2019
2019-12,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,106.2,,NA,NA,1,01-12-19,2019
2020-01,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,106.1,,NA,NA,1,01-01-20,2020
2020-02,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,106.4,,NA,NA,1,01-02-20,2020
2020-03,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,107,,NA,NA,1,01-03-20,2020
2020-04,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,107.2,,NA,NA,1,01-04-20,2020
2020-05,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",347,units,0,v111955503,21.2,107.3,,NA,NA,1,01-05-20,2020
1981-01,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,28.3,,NA,NA,1,01-01-81,1981
1981-02,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,28.6,,NA,NA,1,01-02-81,1981
1981-03,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,28.6,,NA,NA,1,01-03-81,1981
1981-04,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,28.6,,NA,NA,1,01-04-81,1981
1981-05,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,28.9,,NA,NA,1,01-05-81,1981
1981-06,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-06-81,1981
1981-07,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-07-81,1981
1981-08,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-08-81,1981
1981-09,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-09-81,1981
1981-10,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-10-81,1981
1981-11,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-11-81,1981
1981-12,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-12-81,1981
1982-01,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-01-82,1982
1982-02,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-02-82,1982
1982-03,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-03-82,1982
1982-04,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-04-82,1982
1982-05,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.2,,NA,NA,1,01-05-82,1982
1982-06,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.6,,NA,NA,1,01-06-82,1982
1982-07,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.6,,NA,NA,1,01-07-82,1982
1982-08,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.6,,NA,NA,1,01-08-82,1982
1982-09,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.6,,NA,NA,1,01-09-82,1982
1982-10,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.6,,NA,NA,1,01-10-82,1982
1982-11,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,29.6,,NA,NA,1,01-11-82,1982
1982-12,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,30.7,,NA,NA,1,01-12-82,1982
1983-01,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,30.7,,NA,NA,1,01-01-83,1983
1983-02,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,30.7,,NA,NA,1,01-02-83,1983
1983-03,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,30.5,,NA,NA,1,01-03-83,1983
1983-04,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,31.6,,NA,NA,1,01-04-83,1983
1983-05,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,31.6,,NA,NA,1,01-05-83,1983
1983-06,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,31.6,,NA,NA,1,01-06-83,1983
1983-07,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,31.6,,NA,NA,1,01-07-83,1983
1983-08,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,31.6,,NA,NA,1,01-08-83,1983
1983-09,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,31.6,,NA,NA,1,01-09-83,1983
1983-10,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,31.6,,NA,NA,1,01-10-83,1983
1983-11,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,31.7,,NA,NA,1,01-11-83,1983
1983-12,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,31.7,,NA,NA,1,01-12-83,1983
1984-01,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,31.7,,NA,NA,1,01-01-84,1984
1984-02,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,31.7,,NA,NA,1,01-02-84,1984
1984-03,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,32.2,,NA,NA,1,01-03-84,1984
1984-04,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,32.3,,NA,NA,1,01-04-84,1984
1984-05,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,32.3,,NA,NA,1,01-05-84,1984
1984-06,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,32.3,,NA,NA,1,01-06-84,1984
1984-07,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,32.6,,NA,NA,1,01-07-84,1984
1984-08,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,32.6,,NA,NA,1,01-08-84,1984
1984-09,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,32.9,,NA,NA,1,01-09-84,1984
1984-10,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,32.9,,NA,NA,1,01-10-84,1984
1984-11,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,33.6,,NA,NA,1,01-11-84,1984
1984-12,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,33.6,,NA,NA,1,01-12-84,1984
1985-01,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,33.6,,NA,NA,1,01-01-85,1985
1985-02,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,33.6,,NA,NA,1,01-02-85,1985
1985-03,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,34.7,,NA,NA,1,01-03-85,1985
1985-04,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,34.7,,NA,NA,1,01-04-85,1985
1985-05,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,35.3,,NA,NA,1,01-05-85,1985
1985-06,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,35.4,,NA,NA,1,01-06-85,1985
1985-07,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,35.4,,NA,NA,1,01-07-85,1985
1985-08,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,35.8,,NA,NA,1,01-08-85,1985
1985-09,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,35.9,,NA,NA,1,01-09-85,1985
1985-10,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,35.9,,NA,NA,1,01-10-85,1985
1985-11,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,35.9,,NA,NA,1,01-11-85,1985
1985-12,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,36.3,,NA,NA,1,01-12-85,1985
1986-01,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,37.3,,NA,NA,1,01-01-86,1986
1986-02,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,37.4,,NA,NA,1,01-02-86,1986
1986-03,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,38,,NA,NA,1,01-03-86,1986
1986-04,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,38.5,,NA,NA,1,01-04-86,1986
1986-05,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,39.1,,NA,NA,1,01-05-86,1986
1986-06,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,39.1,,NA,NA,1,01-06-86,1986
1986-07,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,39.4,,NA,NA,1,01-07-86,1986
1986-08,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,40,,NA,NA,1,01-08-86,1986
1986-09,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,41.4,,NA,NA,1,01-09-86,1986
1986-10,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,42.2,,NA,NA,1,01-10-86,1986
1986-11,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,42.7,,NA,NA,1,01-11-86,1986
1986-12,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,42.7,,NA,NA,1,01-12-86,1986
1987-01,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,42.7,,NA,NA,1,01-01-87,1987
1987-02,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,42.7,,NA,NA,1,01-02-87,1987
1987-03,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,44.2,,NA,NA,1,01-03-87,1987
1987-04,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,44.3,,NA,NA,1,01-04-87,1987
1987-05,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,44.3,,NA,NA,1,01-05-87,1987
1987-06,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,44.5,,NA,NA,1,01-06-87,1987
1987-07,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,45,,NA,NA,1,01-07-87,1987
1987-08,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,45,,NA,NA,1,01-08-87,1987
1987-09,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,45.2,,NA,NA,1,01-09-87,1987
1987-10,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,45.2,,NA,NA,1,01-10-87,1987
1987-11,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,45.9,,NA,NA,1,01-11-87,1987
1987-12,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,46.4,,NA,NA,1,01-12-87,1987
1988-01,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,46.4,,NA,NA,1,01-01-88,1988
1988-02,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,46.7,,NA,NA,1,01-02-88,1988
1988-03,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,47.7,,NA,NA,1,01-03-88,1988
1988-04,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,47.9,,NA,NA,1,01-04-88,1988
1988-05,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,47.7,,NA,NA,1,01-05-88,1988
1988-06,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,47.7,,NA,NA,1,01-06-88,1988
1988-07,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,48.3,,NA,NA,1,01-07-88,1988
1988-08,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",347,units,0,v111955506,22.2,48.3,,NA,NA,1,01-08-88,1988
