ref_date,GEO,DGUID,New.housing.price.indexes,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,full_date,yr
1981-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,34.9,,NA,NA,1,01-01-81,1981
1981-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,35.4,,NA,NA,1,01-02-81,1981
1981-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,35.4,,NA,NA,1,01-03-81,1981
1981-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,35.7,,NA,NA,1,01-04-81,1981
1981-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,36.1,,NA,NA,1,01-05-81,1981
1981-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,36.1,,NA,NA,1,01-06-81,1981
1981-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,36.2,,NA,NA,1,01-07-81,1981
1981-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,36.6,,NA,NA,1,01-08-81,1981
1981-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,36.6,,NA,NA,1,01-09-81,1981
1981-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,36.6,,NA,NA,1,01-10-81,1981
1981-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,36.8,,NA,NA,1,01-11-81,1981
1981-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,36.8,,NA,NA,1,01-12-81,1981
1982-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,37.3,,NA,NA,1,01-01-82,1982
1982-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,37.8,,NA,NA,1,01-02-82,1982
1982-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,37.8,,NA,NA,1,01-03-82,1982
1982-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,37.9,,NA,NA,1,01-04-82,1982
1982-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,38,,NA,NA,1,01-05-82,1982
1982-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,38.1,,NA,NA,1,01-06-82,1982
1982-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,38.1,,NA,NA,1,01-07-82,1982
1982-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,38.5,,NA,NA,1,01-08-82,1982
1982-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,38.9,,NA,NA,1,01-09-82,1982
1982-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,38.9,,NA,NA,1,01-10-82,1982
1982-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,39,,NA,NA,1,01-11-82,1982
1982-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,39.1,,NA,NA,1,01-12-82,1982
1983-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,39.5,,NA,NA,1,01-01-83,1983
1983-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,39.8,,NA,NA,1,01-02-83,1983
1983-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,39.8,,NA,NA,1,01-03-83,1983
1983-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,40.1,,NA,NA,1,01-04-83,1983
1983-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,40.8,,NA,NA,1,01-05-83,1983
1983-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,41.2,,NA,NA,1,01-06-83,1983
1983-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,41.4,,NA,NA,1,01-07-83,1983
1983-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,42,,NA,NA,1,01-08-83,1983
1983-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,42,,NA,NA,1,01-09-83,1983
1983-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,42.1,,NA,NA,1,01-10-83,1983
1983-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,42.2,,NA,NA,1,01-11-83,1983
1983-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,42.2,,NA,NA,1,01-12-83,1983
1984-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,42.2,,NA,NA,1,01-01-84,1984
1984-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,42.5,,NA,NA,1,01-02-84,1984
1984-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,42.5,,NA,NA,1,01-03-84,1984
1984-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,42.6,,NA,NA,1,01-04-84,1984
1984-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,42.8,,NA,NA,1,01-05-84,1984
1984-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,42.9,,NA,NA,1,01-06-84,1984
1984-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,43.1,,NA,NA,1,01-07-84,1984
1984-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,43.5,,NA,NA,1,01-08-84,1984
1984-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,43.7,,NA,NA,1,01-09-84,1984
1984-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,43.7,,NA,NA,1,01-10-84,1984
1984-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,43.7,,NA,NA,1,01-11-84,1984
1984-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,43.8,,NA,NA,1,01-12-84,1984
1985-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,44.1,,NA,NA,1,01-01-85,1985
1985-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,44.3,,NA,NA,1,01-02-85,1985
1985-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,44.6,,NA,NA,1,01-03-85,1985
1985-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,44.6,,NA,NA,1,01-04-85,1985
1985-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,44.7,,NA,NA,1,01-05-85,1985
1985-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,45,,NA,NA,1,01-06-85,1985
1985-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,45.1,,NA,NA,1,01-07-85,1985
1985-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,45.4,,NA,NA,1,01-08-85,1985
1985-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,45.4,,NA,NA,1,01-09-85,1985
1985-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,45.7,,NA,NA,1,01-10-85,1985
1985-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,46,,NA,NA,1,01-11-85,1985
1985-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,46,,NA,NA,1,01-12-85,1985
1986-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,46.4,,NA,NA,1,01-01-86,1986
1986-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,46.6,,NA,NA,1,01-02-86,1986
1986-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,46.7,,NA,NA,1,01-03-86,1986
1986-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,47.1,,NA,NA,1,01-04-86,1986
1986-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,47.4,,NA,NA,1,01-05-86,1986
1986-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,47.6,,NA,NA,1,01-06-86,1986
1986-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,48.1,,NA,NA,1,01-07-86,1986
1986-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,48.7,,NA,NA,1,01-08-86,1986
1986-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,49.1,,NA,NA,1,01-09-86,1986
1986-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,49.4,,NA,NA,1,01-10-86,1986
1986-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,49.9,,NA,NA,1,01-11-86,1986
1986-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,49.9,,NA,NA,1,01-12-86,1986
1987-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,50.8,,NA,NA,1,01-01-87,1987
1987-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,50.8,,NA,NA,1,01-02-87,1987
1987-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,51,,NA,NA,1,01-03-87,1987
1987-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,51.3,,NA,NA,1,01-04-87,1987
1987-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,51.4,,NA,NA,1,01-05-87,1987
1987-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,51.6,,NA,NA,1,01-06-87,1987
1987-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,51.7,,NA,NA,1,01-07-87,1987
1987-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,52.2,,NA,NA,1,01-08-87,1987
1987-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,52.7,,NA,NA,1,01-09-87,1987
1987-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,53.5,,NA,NA,1,01-10-87,1987
1987-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,53.7,,NA,NA,1,01-11-87,1987
1987-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,53.9,,NA,NA,1,01-12-87,1987
1988-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,54.2,,NA,NA,1,01-01-88,1988
1988-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,54.6,,NA,NA,1,01-02-88,1988
1988-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,55.2,,NA,NA,1,01-03-88,1988
1988-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,55.6,,NA,NA,1,01-04-88,1988
1988-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,56.1,,NA,NA,1,01-05-88,1988
1988-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,56.1,,NA,NA,1,01-06-88,1988
1988-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,56.2,,NA,NA,1,01-07-88,1988
1988-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,56.4,,NA,NA,1,01-08-88,1988
1988-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,56.5,,NA,NA,1,01-09-88,1988
1988-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,56.6,,NA,NA,1,01-10-88,1988
1988-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,57,,NA,NA,1,01-11-88,1988
1988-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,57.4,,NA,NA,1,01-12-88,1988
1989-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,57.6,,NA,NA,1,01-01-89,1989
1989-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,58.2,,NA,NA,1,01-02-89,1989
1989-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,58.7,,NA,NA,1,01-03-89,1989
1989-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,58.7,,NA,NA,1,01-04-89,1989
1989-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,59.6,,NA,NA,1,01-05-89,1989
1989-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,59.6,,NA,NA,1,01-06-89,1989
1989-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,59.6,,NA,NA,1,01-07-89,1989
1989-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,59.7,,NA,NA,1,01-08-89,1989
1989-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,59.7,,NA,NA,1,01-09-89,1989
1989-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,60,,NA,NA,1,01-10-89,1989
1989-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,60.4,,NA,NA,1,01-11-89,1989
1989-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,60.5,,NA,NA,1,01-12-89,1989
1990-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,60.5,,NA,NA,1,01-01-90,1990
1990-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,60.6,,NA,NA,1,01-02-90,1990
1990-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,60.9,,NA,NA,1,01-03-90,1990
1990-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,60.9,,NA,NA,1,01-04-90,1990
1990-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,60.9,,NA,NA,1,01-05-90,1990
1990-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61,,NA,NA,1,01-06-90,1990
1990-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.3,,NA,NA,1,01-07-90,1990
1990-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.7,,NA,NA,1,01-08-90,1990
1990-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.8,,NA,NA,1,01-09-90,1990
1990-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.9,,NA,NA,1,01-10-90,1990
1990-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.1,,NA,NA,1,01-11-90,1990
1990-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.1,,NA,NA,1,01-12-90,1990
1991-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.9,,NA,NA,1,01-01-91,1991
1991-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,63.5,,NA,NA,1,01-02-91,1991
1991-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,63.3,,NA,NA,1,01-03-91,1991
1991-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.3,,NA,NA,1,01-04-91,1991
1991-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.3,,NA,NA,1,01-05-91,1991
1991-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.5,,NA,NA,1,01-06-91,1991
1991-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.5,,NA,NA,1,01-07-91,1991
1991-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.5,,NA,NA,1,01-08-91,1991
1991-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.5,,NA,NA,1,01-09-91,1991
1991-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.3,,NA,NA,1,01-10-91,1991
1991-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.3,,NA,NA,1,01-11-91,1991
1991-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.3,,NA,NA,1,01-12-91,1991
1992-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.3,,NA,NA,1,01-01-92,1992
1992-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.5,,NA,NA,1,01-02-92,1992
1992-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.3,,NA,NA,1,01-03-92,1992
1992-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.5,,NA,NA,1,01-04-92,1992
1992-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,63.5,,NA,NA,1,01-05-92,1992
1992-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,63.5,,NA,NA,1,01-06-92,1992
1992-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,63.2,,NA,NA,1,01-07-92,1992
1992-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.4,,NA,NA,1,01-08-92,1992
1992-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.9,,NA,NA,1,01-09-92,1992
1992-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.8,,NA,NA,1,01-10-92,1992
1992-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.7,,NA,NA,1,01-11-92,1992
1992-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.5,,NA,NA,1,01-12-92,1992
1993-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.4,,NA,NA,1,01-01-93,1993
1993-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.4,,NA,NA,1,01-02-93,1993
1993-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.5,,NA,NA,1,01-03-93,1993
1993-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62,,NA,NA,1,01-04-93,1993
1993-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.1,,NA,NA,1,01-05-93,1993
1993-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.1,,NA,NA,1,01-06-93,1993
1993-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.1,,NA,NA,1,01-07-93,1993
1993-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.2,,NA,NA,1,01-08-93,1993
1993-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.7,,NA,NA,1,01-09-93,1993
1993-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.8,,NA,NA,1,01-10-93,1993
1993-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.8,,NA,NA,1,01-11-93,1993
1993-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.8,,NA,NA,1,01-12-93,1993
1994-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.8,,NA,NA,1,01-01-94,1994
1994-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.3,,NA,NA,1,01-02-94,1994
1994-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61,,NA,NA,1,01-03-94,1994
1994-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,60.9,,NA,NA,1,01-04-94,1994
1994-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.5,,NA,NA,1,01-05-94,1994
1994-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.5,,NA,NA,1,01-06-94,1994
1994-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.5,,NA,NA,1,01-07-94,1994
1994-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.3,,NA,NA,1,01-08-94,1994
1994-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.3,,NA,NA,1,01-09-94,1994
1994-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.3,,NA,NA,1,01-10-94,1994
1994-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.4,,NA,NA,1,01-11-94,1994
1994-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.4,,NA,NA,1,01-12-94,1994
1995-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.4,,NA,NA,1,01-01-95,1995
1995-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.5,,NA,NA,1,01-02-95,1995
1995-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.7,,NA,NA,1,01-03-95,1995
1995-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.7,,NA,NA,1,01-04-95,1995
1995-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.9,,NA,NA,1,01-05-95,1995
1995-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.9,,NA,NA,1,01-06-95,1995
1995-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.9,,NA,NA,1,01-07-95,1995
1995-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.1,,NA,NA,1,01-08-95,1995
1995-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.1,,NA,NA,1,01-09-95,1995
1995-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.1,,NA,NA,1,01-10-95,1995
1995-11,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.1,,NA,NA,1,01-11-95,1995
1995-12,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.1,,NA,NA,1,01-12-95,1995
1996-01,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.7,,NA,NA,1,01-01-96,1996
1996-02,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,62.3,,NA,NA,1,01-02-96,1996
1996-03,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.6,,NA,NA,1,01-03-96,1996
1996-04,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.4,,NA,NA,1,01-04-96,1996
1996-05,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.4,,NA,NA,1,01-05-96,1996
1996-06,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.4,,NA,NA,1,01-06-96,1996
1996-07,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.4,,NA,NA,1,01-07-96,1996
1996-08,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.4,,NA,NA,1,01-08-96,1996
1996-09,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.8,,NA,NA,1,01-09-96,1996
1996-10,"Quabec, Quebec",2011S0503421,House only,"Index, 201612=100",347,units,0,v111955476,12.2,61.8,,NA,NA,1,01-10-96,1996
